hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),loadfactor 1,loadfactor 2
98,352800,4220454,38295,11742,0,0,17632,20663,0,0,0,0,0,0,100,0,39921,3949080,11729,2640918,11729,0,11729,0,0,0,0,0,0,100,0,28192,14044,14044,14044,52,14044,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,24593,14076,0.0234537,0
99,356400,4258012,37558,11435,0,0,17623,19935,0,0,0,0,0,0,100,0,36921,3985867,11439,2665031,11439,0,11439,0,0,0,0,0,0,100,0,25482,12674,12674,12674,67,12674,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,23358,12774,0.0222759,0
100,360000,4295166,37154,11456,0,0,16923,20231,0,0,0,0,0,0,100,0,37646,4023455,11450,2689550,11450,0,11450,0,0,0,0,0,0,100,0,26196,13069,13069,13069,29,13069,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,21739,11126,0.0207319,0
101,363600,4328535,33369,10377,0,0,15653,17716,0,0,0,0,0,0,100,0,36965,4060324,10387,2713178,10387,0,10387,0,0,0,0,0,0,100,0,26578,13241,13241,13241,48,13241,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,18885,8224,0.0180101,0
102,367200,4364024,35489,11238,0,0,16539,18950,0,0,0,0,0,0,100,0,39367,4099629,11245,2738453,11245,0,11245,0,0,0,0,0,0,100,0,28122,14030,14030,14030,31,14030,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,16100,5408,0.0153542,0
103,370800,4407930,43906,13901,0,0,19705,24201,0,0,0,0,0,0,100,0,42795,4142282,13891,2766725,13891,0,13891,0,0,0,0,0,0,100,0,28904,14381,14381,14381,71,14381,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,15610,4847,0.0148869,0
104,374400,4452326,44396,13371,1,0,21014,23380,2,0,0,0,4.50491e-05,0,99.9955,0,23779,4165807,13375,2785175,13375,0,13375,0,0,0,0,0,0,100,0,10404,5075,5075,5075,127,5075,0,0,0,0,0,0,0,0,0,100,0,2.9446e-05,0,99.9971,0,23910,13020,0.0228024,0
105,378000,4494318,41992,13072,0,0,19268,22724,0,0,0,0,0,0,100,0,33540,4198995,13056,2808297,13056,0,13056,0,0,0,0,0,0,100,0,20484,10066,10066,10066,176,10066,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,26900,15834,0.0256538,0
106,381600,4541265,46947,14958,0,0,21920,25027,0,0,0,0,0,0,100,0,49239,4248122,14973,2840347,14973,0,14973,0,0,0,0,0,0,100,0,34266,17077,17077,17077,56,17077,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,24796,13674,0.0236473,0
107,385200,4592309,51044,16047,0,0,23839,27205,0,0,0,0,0,0,100,0,44919,4292857,16049,2870739,16049,0,16049,0,0,0,0,0,0,100,0,28870,14343,14343,14343,92,14343,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,26502,15288,0.0252743,0
108,388800,4643288,50979,16314,1,0,23225,27753,1,0,0,0,1.96159e-05,0,99.998,0,47414,4340110,16305,2902518,16305,0,16305,0,0,0,0,0,0,100,0,31109,15474,15474,15474,80,15474,0,0,0,0,0,0,0,0,0,100,0,1.018e-05,0,99.999,0,27333,16039,0.0260668,0
109,392400,4694196,50908,15882,0,0,24053,26855,0,0,0,0,0,0,100,0,37121,4376977,15875,2928889,15875,0,15875,0,0,0,0,0,0,100,0,21246,10496,10496,10496,127,10496,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,32712,21291,0.0311966,0
110,396000,4750333,56137,17919,0,0,25375,30762,0,0,0,0,0,0,100,0,56888,4433579,17922,2966151,17922,0,17922,0,0,0,0,0,0,100,0,38966,19340,19340,19340,143,19340,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,31294,19730,0.0298443,0
111,399600,4807728,57395,18422,0,0,26168,31227,0,0,0,0,0,0,100,0,61360,4494731,18428,3005941,18428,0,18428,0,0,0,0,0,0,100,0,42932,21362,21362,21362,104,21362,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,28360,16692,0.0270462,0
112,403200,4863328,55600,17537,0,0,26689,28911,0,0,0,0,0,0,100,0,32076,4526579,17524,3030627,17524,0,17524,0,0,0,0,0,0,100,0,14552,7162,7162,7162,114,7162,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,38722,26940,0.0369282,0
113,406800,4922379,59051,18377,0,0,27517,31534,0,0,0,0,0,0,100,0,54845,4581078,18381,3067067,18381,0,18381,0,0,0,0,0,0,100,0,36464,18059,18059,18059,173,18059,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39044,27089,0.0372353,0
114,410400,4982903,60524,19253,1,0,28553,31970,1,0,0,0,1.65224e-05,0,99.9984,0,72947,4653821,19243,3113060,19243,0,19243,0,0,0,0,0,0,100,0,53704,26750,26750,26750,102,26750,0,0,0,0,0,0,0,0,0,100,0,7.50373e-06,0,99.9993,0,31537,19480,0.030076,0
115,414000,5045464,62561,19644,0,0,29320,33241,0,0,0,0,0,0,100,0,43828,4697375,19650,3144662,19650,0,19650,0,0,0,0,0,0,100,0,24178,11952,11952,11952,137,11952,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39235,27041,0.0374174,0
116,417600,5106455,60991,19365,0,0,28708,32283,0,0,0,0,0,0,100,0,41202,4738161,19360,3174735,19360,0,19360,0,0,0,0,0,0,100,0,21842,10713,10713,10713,208,10713,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,47882,35480,0.0456638,0
117,421200,5166556,60101,18798,0,0,28779,31322,0,0,0,0,0,0,100,0,46096,4783897,18790,3206998,18790,0,18790,0,0,0,0,0,0,100,0,27306,13473,13473,13473,180,13473,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,53199,40617,0.0507345,0
118,424800,5222183,55627,17676,0,0,26193,29434,0,0,0,0,0,0,100,0,63249,4846760,17681,3247270,17681,0,17681,0,0,0,0,0,0,100,0,45568,22591,22591,22591,193,22591,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,48289,35514,0.046052,0
119,428400,5273956,51773,16256,7,0,24393,27373,7,0,0,0,0.000135206,0,99.9865,0,47767,4893919,16265,3278982,16265,0,16265,0,0,0,0,0,0,100,0,31502,15447,15447,15447,304,15447,0,0,0,0,0,0,0,0,0,100,0,7.07557e-05,0,99.9929,0,49107,36028,0.0468321,0
120,432000,5318259,44303,14192,0,0,20173,24130,0,0,0,0,0,0,100,0,44874,4938549,14194,3308394,14194,0,14194,0,0,0,0,0,0,100,0,30680,15218,15218,15218,122,15218,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,48083,34882,0.0458555,0
121,435600,5357910,39651,12662,0,0,18189,21462,0,0,0,0,0,0,100,0,55588,4993931,12654,3342412,12654,0,12654,0,0,0,0,0,0,100,0,42934,21364,21364,21364,103,21364,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39373,26069,0.037549,0
122,439200,5395228,37318,11561,0,0,17501,19817,0,0,0,0,0,0,100,0,38104,5031949,11566,3367204,11566,0,11566,0,0,0,0,0,0,100,0,26538,13226,13226,13226,43,13226,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,37713,24366,0.0359659,0
123,442800,5429298,34070,10513,0,0,15840,18230,0,0,0,0,0,0,100,0,19958,5051749,10512,3382360,10512,0,10512,0,0,0,0,0,0,100,0,9446,4644,4644,4644,79,4644,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,43581,30155,0.0415621,0
124,446400,5464422,35124,10891,0,0,16563,18561,0,0,0,0,0,0,100,0,50362,5101955,10880,3412903,10880,0,10880,0,0,0,0,0,0,100,0,39482,19663,19663,19663,78,19663,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,34798,21294,0.033186,0
125,450000,5501832,37410,12051,0,0,17000,20410,0,0,0,0,0,0,100,0,29377,5131166,12061,3433539,12061,0,12061,0,0,0,0,0,0,100,0,17316,8575,8575,8575,83,8575,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,38284,24697,0.0365105,0
126,453600,5545298,43466,13583,0,0,20269,23197,0,0,0,0,0,0,100,0,51034,5182109,13575,3465798,13575,0,13575,0,0,0,0,0,0,100,0,37459,18684,18684,18684,45,18684,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,33175,19543,0.0316381,0
127,457200,5593617,48319,15452,0,0,22937,25382,0,0,0,0,0,0,100,0,55564,5237544,15465,3501248,15465,0,15465,0,0,0,0,0,0,100,0,40099,19985,19985,19985,64,19985,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,28655,14959,0.0273275,0
128,460800,5643283,49666,15520,1,0,23426,26239,1,0,0,0,2.01345e-05,0,99.998,0,40103,5277421,15513,3528943,15513,0,15513,0,0,0,0,0,0,100,0,24590,12182,12182,12182,113,12182,0,0,0,0,0,0,0,0,0,100,0,1.11678e-05,0,99.9989,0,31986,18177,0.0305042,0
129,464400,5696477,53194,16590,0,0,24531,28663,0,0,0,0,0,0,100,0,52580,5329867,16590,3563461,16590,0,16590,0,0,0,0,0,0,100,0,35990,17928,17928,17928,67,17928,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,30648,16772,0.0292282,0
130,468000,5749218,52741,16717,0,0,24514,28227,0,0,0,0,0,0,100,0,56126,5385845,16718,3599809,16718,0,16718,0,0,0,0,0,0,100,0,39408,19630,19630,19630,74,19630,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,27736,13786,0.0264511,0
131,471600,5804221,55003,17152,0,0,26300,28703,0,0,0,0,0,0,100,0,54418,5440115,17130,3635509,17130,0,17130,0,0,0,0,0,0,100,0,37288,18570,18570,18570,74,18570,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,26296,12272,0.0250778,0
132,475200,5862734,58513,18434,0,0,27410,31103,0,0,0,0,0,0,100,0,52744,5492761,18456,3671060,18456,0,18456,0,0,0,0,0,0,100,0,34288,17095,17095,17095,49,17095,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,27657,13584,0.0263758,0
133,478800,5915689,52955,16764,0,0,24371,28584,0,0,0,0,0,0,100,0,31954,5524507,16764,3695315,16764,0,16764,0,0,0,0,0,0,100,0,15190,7491,7491,7491,104,7491,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,36930,22753,0.0352192,0
134,482400,5975421,59732,18726,0,0,28047,31685,0,0,0,0,0,0,100,0,64033,5588288,18723,3736567,18723,0,18723,0,0,0,0,0,0,100,0,45310,22529,22529,22529,126,22529,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,33124,18821,0.0315895,0
135,486000,6028794,53373,17380,0,0,24005,29368,0,0,0,0,0,0,100,0,47655,5635707,17357,3768955,17357,0,17357,0,0,0,0,0,0,100,0,30298,15031,15031,15031,118,15031,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35450,21029,0.0338078,0
136,489600,6087468,58674,18260,0,0,27118,31556,0,0,0,0,0,0,100,0,55965,5691308,18275,3805893,18275,0,18275,0,0,0,0,0,0,100,0,37690,18663,18663,18663,182,18663,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35062,20459,0.0334377,0
137,493200,6152324,64856,20242,0,0,30009,34847,0,0,0,0,0,0,100,0,55470,5746548,20230,3843628,20230,0,20230,0,0,0,0,0,0,100,0,35240,17505,17505,17505,115,17505,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,37787,23069,0.0360365,0
138,496800,6218911,66587,20644,0,0,30780,35807,0,0,0,0,0,0,100,0,62413,5808739,20649,3885048,20649,0,20649,0,0,0,0,0,0,100,0,41764,20771,20771,20771,111,20771,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,37665,22836,0.0359201,0
139,500400,6276729,57818,18213,0,0,26723,31095,0,0,0,0,0,0,100,0,52461,5860892,18223,3920236,18223,0,18223,0,0,0,0,0,0,100,0,34238,16965,16965,16965,154,16965,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,38923,23940,0.0371199,0
140,504000,6336651,59922,18516,0,0,28477,31445,0,0,0,0,0,0,100,0,55433,5916023,18511,3957057,18511,0,18511,0,0,0,0,0,0,100,0,36922,18310,18310,18310,151,18310,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39124,23990,0.0373116,0
141,507600,6395340,58689,18363,0,0,27267,31422,0,0,0,0,0,0,100,0,48522,5964315,18366,3990386,18366,0,18366,0,0,0,0,0,0,100,0,30156,14963,14963,14963,115,14963,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,42527,27278,0.0405569,0
142,511200,6452519,57179,17919,1,0,25889,31289,1,0,0,0,1.74889e-05,0,99.9983,0,43150,6007119,17914,4020745,17914,0,17914,0,0,0,0,0,0,100,0,25236,12445,12445,12445,173,12445,0,0,0,0,0,0,0,0,0,100,0,1.00017e-05,0,99.999,0,47996,32574,0.0457726,0
143,514800,6505654,53135,16290,0,0,25045,28090,0,0,0,0,0,0,100,0,59236,6066021,16290,4058341,16290,0,16290,0,0,0,0,0,0,100,0,42946,21306,21306,21306,167,21306,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,42980,27391,0.0409889,0
144,518400,6558285,52631,16505,1,0,24381,28249,1,0,0,0,1.90002e-05,0,99.9981,0,55913,6121790,16499,4094475,16499,0,16499,0,0,0,0,0,0,100,0,39414,19635,19635,19635,71,19635,0,0,0,0,0,0,0,0,0,100,0,9.22509e-06,0,99.9991,0,39844,24184,0.0379982,0
145,522000,6608291,50006,15712,0,0,22602,27404,0,0,0,0,0,0,100,0,48795,6170451,15715,4126663,15715,0,15715,0,0,0,0,0,0,100,0,33080,16473,16473,16473,67,16473,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39086,23359,0.0372753,0
146,525600,6653057,44766,13901,2,0,20374,24390,2,0,0,0,4.46768e-05,0,99.9955,0,65133,6235416,13911,4166101,13911,0,13911,0,0,0,0,0,0,100,0,51222,25527,25527,25527,84,25527,0,0,0,0,0,0,0,0,0,100,0,1.82264e-05,0,99.9982,0,27470,11659,0.0261974,0
147,529200,6692627,39570,11993,0,0,18266,21304,0,0,0,0,0,0,100,0,24022,6259312,11992,4184045,11992,0,11992,0,0,0,0,0,0,100,0,12030,5952,5952,5952,63,5952,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,33510,17636,0.0319576,0
148,532800,6732463,39836,12295,0,0,18360,21476,0,0,0,0,0,0,100,0,37217,6296393,12291,4208731,12291,0,12291,0,0,0,0,0,0,100,0,24926,12395,12395,12395,68,12395,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,33406,17464,0.0318584,0
149,536400,6771466,39003,12150,0,0,17836,21167,0,0,0,0,0,0,100,0,31867,6328146,12147,4230681,12147,0,12147,0,0,0,0,0,0,100,0,19720,9803,9803,9803,57,9803,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35750,19751,0.0340939,0
150,540000,6810707,39241,12481,0,0,17939,21302,0,0,0,0,0,0,100,0,36481,6364529,12481,4255113,12481,0,12481,0,0,0,0,0,0,100,0,24000,11951,11951,11951,49,11951,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,36280,20232,0.0345993,0
151,543600,6855520,44813,13935,0,0,20785,24028,0,0,0,0,0,0,100,0,34369,6398800,13935,4279216,13935,0,13935,0,0,0,0,0,0,100,0,20434,10168,10168,10168,49,10168,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,40047,23950,0.0381918,0
152,547200,6905786,50266,16256,0,0,22940,27326,0,0,0,0,0,0,100,0,59941,6458609,16257,4317249,16257,0,16257,0,0,0,0,0,0,100,0,43684,21776,21776,21776,66,21776,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,34528,18365,0.0329285,0
153,550800,6958730,52944,16328,0,0,24527,28417,0,0,0,0,0,0,100,0,38843,6497338,16327,4344777,16327,0,16327,0,0,0,0,0,0,100,0,22516,11201,11201,11201,57,11201,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39654,23434,0.037817,0
154,554400,7013849,55119,17020,0,0,25965,29154,0,0,0,0,0,0,100,0,42381,6539575,17025,4374408,17025,0,17025,0,0,0,0,0,0,100,0,25356,12606,12606,12606,72,12606,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,44073,27781,0.0420313,0
155,558000,7071194,57345,17886,0,0,27303,30042,0,0,0,0,0,0,100,0,70272,6609687,17868,4418398,17868,0,17868,0,0,0,0,0,0,100,0,52404,26122,26122,26122,80,26122,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35819,19447,0.0341597,0
156,561600,7126246,55052,17396,0,0,25113,29939,0,0,0,0,0,0,100,0,48821,6658360,17413,4451441,17413,0,17413,0,0,0,0,0,0,100,0,31408,15630,15630,15630,74,15630,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,37602,21156,0.0358601,0
157,565200,7187433,61187,19469,0,0,28678,32509,0,0,0,0,0,0,100,0,55624,6713806,19456,4488892,19456,0,19456,0,0,0,0,0,0,100,0,36168,17995,17995,17995,89,17995,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39063,22528,0.0372534,0
158,568800,7254646,67213,20915,0,0,32180,35033,0,0,0,0,0,0,100,0,68718,6782332,20906,4533608,20906,0,20906,0,0,0,0,0,0,100,0,47812,23810,23810,23810,96,23810,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,36159,19528,0.0344839,0
159,572400,7321182,66536,21148,0,0,31068,35468,0,0,0,0,0,0,100,0,43220,6825348,21158,4565695,21158,0,21158,0,0,0,0,0,0,100,0,22062,10929,10929,10929,102,10929,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,46388,29655,0.044239,0
160,576000,7387751,66569,20664,0,0,32212,34357,0,0,0,0,0,0,100,0,65232,6890354,20672,4608534,20672,0,20672,0,0,0,0,0,0,100,0,44560,22167,22167,22167,113,22167,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,44893,28047,0.0428133,0
161,579600,7461392,73641,23062,0,0,34796,38845,0,0,0,0,0,0,100,0,49686,6939732,23048,4644747,23048,0,23048,0,0,0,0,0,0,100,0,26638,13165,13165,13165,154,13165,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,54776,37776,0.0522385,0
162,583200,7529316,67924,21085,1,0,31462,36461,1,0,0,0,1.47223e-05,0,99.9985,0,45752,6985037,21083,4677941,21083,0,21083,0,0,0,0,0,0,100,0,24669,12111,12111,12111,223,12111,0,0,0,0,0,0,0,0,0,100,0,8.83166e-06,0,99.9991,0,63748,46525,0.0607948,0
163,586800,7601978,72662,22652,0,0,34644,38018,0,0,0,0,0,0,100,0,61868,7046429,22630,4719952,22630,0,22630,0,0,0,0,0,0,100,0,39238,19381,19381,19381,238,19381,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,66997,49536,0.0638933,0
164,590400,7664864,62886,19636,0,0,29148,33738,0,0,0,0,0,0,100,0,66231,7112235,19642,4762676,19642,0,19642,0,0,0,0,0,0,100,0,46589,23082,23082,23082,212,23082,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,63557,45884,0.0606127,0
165,594000,7724618,59754,18862,0,0,27526,32228,0,0,0,0,0,0,100,0,58494,7170445,18882,4801222,18882,0,18882,0,0,0,0,0,0,100,0,39612,19664,19664,19664,142,19664,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,62775,44960,0.0598669,0
166,597600,7783079,58461,18619,0,0,27948,30513,0,0,0,0,0,0,100,0,62415,7232522,18621,4841571,18621,0,18621,0,0,0,0,0,0,100,0,43794,21728,21728,21728,169,21728,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,59668,41684,0.0569038,0
167,601200,7842185,59106,18203,0,0,28048,31058,0,0,0,0,0,0,100,0,70079,7302269,18165,4885527,18165,0,18165,0,0,0,0,0,0,100,0,51914,25791,25791,25791,166,25791,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,52042,33892,0.0496311,0
168,604800,7893743,51558,16163,0,0,23702,27856,0,0,0,0,0,0,100,0,40694,7342711,16190,4913843,16190,0,16190,0,0,0,0,0,0,100,0,24504,12126,12126,12126,126,12126,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,56106,37830,0.0535069,0
169,608400,7935147,41404,13245,0,0,18796,22608,0,0,0,0,0,0,100,0,41302,7383723,13258,4940978,13258,0,13258,0,0,0,0,0,0,100,0,28044,13877,13877,13877,145,13877,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,55487,37066,0.0529165,0
170,612000,7977846,42699,13436,1,0,20112,22586,1,0,0,0,2.34198e-05,0,99.9977,0,51750,7435295,13430,4973479,13430,0,13430,0,0,0,0,0,0,100,0,38320,19071,19071,19071,89,19071,0,0,0,0,0,0,0,0,0,100,0,1.06077e-05,0,99.9989,0,49846,31336,0.0475368,0
171,615600,8016981,39135,12549,0,0,17915,21220,0,0,0,0,0,0,100,0,37971,7473078,12545,4998643,12545,0,12545,0,0,0,0,0,0,100,0,25426,12619,12619,12619,94,12619,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,49772,31168,0.0474663,0
172,619200,8053097,36116,11423,0,0,16755,19361,0,0,0,0,0,0,100,0,40397,7513351,11437,5024498,11437,0,11437,0,0,0,0,0,0,100,0,28960,14418,14418,14418,62,14418,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,46791,28125,0.0446234,0
173,622800,8086856,33759,10508,0,0,15719,18040,0,0,0,0,0,0,100,0,33068,7546293,10506,5046222,10506,0,10506,0,0,0,0,0,0,100,0,22562,11218,11218,11218,63,11218,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,46079,27350,0.0439444,0
174,626400,8122200,35344,10909,0,0,16401,18943,0,0,0,0,0,0,100,0,28792,7574995,10904,5066025,10904,0,10904,0,0,0,0,0,0,100,0,17888,8899,8899,8899,44,8899,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,48084,29311,0.0458565,0
175,630000,8167973,45773,14168,0,0,21088,24685,0,0,0,0,0,0,100,0,42367,7617227,14170,5094226,14170,0,14170,0,0,0,0,0,0,100,0,28197,14031,14031,14031,67,14031,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,48223,29383,0.045989,0
176,633600,8213767,45794,14243,0,0,20737,25057,0,0,0,0,0,0,100,0,37249,7654342,14239,5119903,14239,0,14239,0,0,0,0,0,0,100,0,23010,11438,11438,11438,67,11438,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,51024,32117,0.0486603,0
177,637200,8263754,49987,15463,0,0,23093,26894,0,0,0,0,0,0,100,0,42901,7697009,15433,5148953,15433,0,15433,0,0,0,0,0,0,100,0,27468,13617,13617,13617,117,13617,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,52840,33816,0.0503922,0
178,640800,8314724,50970,15836,0,0,23871,27099,0,0,0,0,0,0,100,0,22163,7718993,15846,5167868,15846,0,15846,0,0,0,0,0,0,100,0,6317,3069,3069,3069,89,3069,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,65617,46504,0.0625772,0
179,644400,8376287,61563,19409,3,0,28495,33064,4,0,0,0,6.49741e-05,0,99.9935,0,67619,7786167,19446,5211178,19446,0,19446,0,0,0,0,0,0,100,0,48173,23864,23864,23876,210,23864,12,0,0,0,0,0,0,0,0,100,0,3.10711e-05,0,99.9969,0,61199,41876,0.0583639,0
180,648000,8441836,65549,20786,0,0,30427,35122,0,0,0,0,0,0,100,0,35065,7820820,20747,5238878,20747,0,20747,0,0,0,0,0,0,100,0,14318,6953,6953,6954,205,6953,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,74993,55465,0.0715189,0
181,651600,8501022,59186,18860,0,0,27507,31679,0,0,0,0,0,0,100,0,35667,7856065,18889,5265945,18889,0,18889,0,0,0,0,0,0,100,0,16778,8178,8178,8179,210,8178,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,85704,65966,0.0817337,0
182,655200,8567883,66861,21186,1,0,31574,35286,1,0,0,0,1.49564e-05,0,99.9985,0,72297,7927766,21179,5312385,21179,0,21179,0,0,0,0,0,0,100,0,51118,25261,25261,25261,298,25261,0,0,0,0,0,0,0,0,0,100,0,7.21699e-06,0,99.9993,0,81622,61586,0.0778408,0
183,658800,8634904,67021,20942,0,0,31106,35915,0,0,0,0,0,0,100,0,59379,7986761,20947,5352356,20947,0,20947,0,0,0,0,0,0,100,0,38432,19024,19024,19024,192,19024,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,83545,63317,0.0796747,0
184,662400,8700412,65508,21232,0,0,29546,35962,0,0,0,0,0,0,100,0,68954,8055349,21238,5397269,21238,0,21238,0,0,0,0,0,0,100,0,47716,23675,23675,23675,182,23675,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,81108,60698,0.0773506,0
185,666000,8767751,67339,21214,0,0,31059,36280,0,0,0,0,0,0,100,0,56198,8110773,21198,5435580,21198,0,21198,0,0,0,0,0,0,100,0,35000,17113,17113,17113,387,17113,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,85193,64396,0.0812464,0
186,669600,8830558,62807,19130,0,0,28612,34195,0,0,0,0,0,0,100,0,45192,8155522,19117,5467513,19117,0,19117,0,0,0,0,0,0,100,0,26075,12816,12816,12833,161,12816,17,0,0,0,0,0,0,0,0,100,0,0,0,100,0,91494,70536,0.0872555,0
187,673200,8887980,57422,18059,1,0,25837,31584,1,0,0,0,1.74149e-05,0,99.9983,0,42075,8197089,18067,5497330,18067,0,18067,0,0,0,0,0,0,100,0,24008,11750,11750,11750,251,11750,0,0,0,0,0,0,0,0,0,100,0,1.01021e-05,0,99.999,0,97811,76602,0.0932798,0
188,676800,8947167,59187,18058,0,0,28026,31161,0,0,0,0,0,0,100,0,58144,8254867,18070,5535254,18070,0,18070,0,0,0,0,0,0,100,0,40074,19854,19854,19854,183,19854,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,96027,74635,0.0915785,0
189,680400,9002651,55484,17518,0,0,25718,29766,0,0,0,0,0,0,100,0,63998,8318393,17516,5575775,17516,0,17516,0,0,0,0,0,0,100,0,46482,23005,23005,23005,236,23005,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,90538,68910,0.0863438,0
190,684000,9054677,52026,16509,0,0,24232,27794,0,0,0,0,0,0,100,0,44884,8362937,16516,5606305,16516,0,16516,0,0,0,0,0,0,100,0,28368,14014,14014,14014,170,14014,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,93040,71242,0.0887299,0
191,687600,9099867,45190,14379,0,0,20965,24225,0,0,0,0,0,0,100,0,41186,8403781,14366,5633910,14366,0,14366,0,0,0,0,0,0,100,0,26820,13239,13239,13239,171,13239,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,94167,72198,0.0898046,0
192,691200,9142432,42565,13220,0,0,19434,23131,0,0,0,0,0,0,100,0,50313,8453822,13183,5665522,13183,0,13183,0,0,0,0,0,0,100,0,37130,18429,18429,18429,136,18429,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,88921,66816,0.0848017,0
